2019-04-27 00:00:07,https://apple.news/AByoyZvT3RAGwByI8hYOujg,https://apple.news/AlxyTTAXWRSyHwx2umWsefg,https://apple.news/A1DJO4_lZT2Krzlo7puJv9A,https://apple.news/AQMeFqoGUTcO_t268cDho2w,https://apple.news/AGOFnVY0tQ2SHuKO_oX2tug,https://apple.news/AuQ62g1iXS2mqqPmw40429A
2019-04-27 00:05:00,https://apple.news/AByoyZvT3RAGwByI8hYOujg,https://apple.news/AlxyTTAXWRSyHwx2umWsefg,https://apple.news/A1DJO4_lZT2Krzlo7puJv9A,https://apple.news/AQMeFqoGUTcO_t268cDho2w,https://apple.news/AGOFnVY0tQ2SHuKO_oX2tug,https://apple.news/AuQ62g1iXS2mqqPmw40429A
2019-04-27 00:10:00,https://apple.news/AByoyZvT3RAGwByI8hYOujg,https://apple.news/AlxyTTAXWRSyHwx2umWsefg,https://apple.news/A1DJO4_lZT2Krzlo7puJv9A,https://apple.news/AQMeFqoGUTcO_t268cDho2w,https://apple.news/AGOFnVY0tQ2SHuKO_oX2tug,https://apple.news/AuQ62g1iXS2mqqPmw40429A
2019-04-27 00:15:01,https://apple.news/AByoyZvT3RAGwByI8hYOujg,https://apple.news/AlxyTTAXWRSyHwx2umWsefg,https://apple.news/A1DJO4_lZT2Krzlo7puJv9A,https://apple.news/AGOFnVY0tQ2SHuKO_oX2tug,https://apple.news/AQMeFqoGUTcO_t268cDho2w,https://apple.news/AuQ62g1iXS2mqqPmw40429A
2019-04-27 00:20:00,https://apple.news/AByoyZvT3RAGwByI8hYOujg,https://apple.news/AlxyTTAXWRSyHwx2umWsefg,https://apple.news/A1DJO4_lZT2Krzlo7puJv9A,https://apple.news/AGOFnVY0tQ2SHuKO_oX2tug,https://apple.news/AQMeFqoGUTcO_t268cDho2w,https://apple.news/AuQ62g1iXS2mqqPmw40429A
2019-04-27 00:25:01,https://apple.news/AByoyZvT3RAGwByI8hYOujg,https://apple.news/AlxyTTAXWRSyHwx2umWsefg,https://apple.news/A1DJO4_lZT2Krzlo7puJv9A,https://apple.news/AGOFnVY0tQ2SHuKO_oX2tug,https://apple.news/AQMeFqoGUTcO_t268cDho2w,https://apple.news/AuQ62g1iXS2mqqPmw40429A
2019-04-27 00:30:00,https://apple.news/AByoyZvT3RAGwByI8hYOujg,https://apple.news/AGOFnVY0tQ2SHuKO_oX2tug,https://apple.news/A1DJO4_lZT2Krzlo7puJv9A,https://apple.news/AQMeFqoGUTcO_t268cDho2w,https://apple.news/ArnU-VXVRQbWibz7_FnZRdQ,https://apple.news/AuQ62g1iXS2mqqPmw40429A
2019-04-27 00:35:01,https://apple.news/AByoyZvT3RAGwByI8hYOujg,https://apple.news/AGOFnVY0tQ2SHuKO_oX2tug,https://apple.news/A1DJO4_lZT2Krzlo7puJv9A,https://apple.news/AQMeFqoGUTcO_t268cDho2w,https://apple.news/ArnU-VXVRQbWibz7_FnZRdQ,https://apple.news/AuQ62g1iXS2mqqPmw40429A
2019-04-27 00:40:01,https://apple.news/AByoyZvT3RAGwByI8hYOujg,https://apple.news/AGOFnVY0tQ2SHuKO_oX2tug,https://apple.news/A1DJO4_lZT2Krzlo7puJv9A,https://apple.news/AQMeFqoGUTcO_t268cDho2w,https://apple.news/ArnU-VXVRQbWibz7_FnZRdQ,https://apple.news/AuQ62g1iXS2mqqPmw40429A
2019-04-27 00:45:01,https://apple.news/AByoyZvT3RAGwByI8hYOujg,https://apple.news/AGOFnVY0tQ2SHuKO_oX2tug,https://apple.news/A1DJO4_lZT2Krzlo7puJv9A,https://apple.news/AQMeFqoGUTcO_t268cDho2w,https://apple.news/ArnU-VXVRQbWibz7_FnZRdQ,https://apple.news/AuQ62g1iXS2mqqPmw40429A
2019-04-27 00:50:00,https://apple.news/AByoyZvT3RAGwByI8hYOujg,https://apple.news/AGOFnVY0tQ2SHuKO_oX2tug,https://apple.news/A1DJO4_lZT2Krzlo7puJv9A,https://apple.news/AQMeFqoGUTcO_t268cDho2w,https://apple.news/ArnU-VXVRQbWibz7_FnZRdQ,https://apple.news/AuQ62g1iXS2mqqPmw40429A
2019-04-27 01:00:00,https://apple.news/AByoyZvT3RAGwByI8hYOujg,https://apple.news/AGOFnVY0tQ2SHuKO_oX2tug,https://apple.news/A1DJO4_lZT2Krzlo7puJv9A,https://apple.news/AQMeFqoGUTcO_t268cDho2w,https://apple.news/ArnU-VXVRQbWibz7_FnZRdQ,https://apple.news/AuQ62g1iXS2mqqPmw40429A
2019-04-27 01:05:00,https://apple.news/AByoyZvT3RAGwByI8hYOujg,https://apple.news/AGOFnVY0tQ2SHuKO_oX2tug,https://apple.news/A1DJO4_lZT2Krzlo7puJv9A,https://apple.news/ArnU-VXVRQbWibz7_FnZRdQ,https://apple.news/AuQ62g1iXS2mqqPmw40429A,https://apple.news/ATpB3jBhFRe-CWlkyt2CbkQ
